"now","日付","コード","経常利益率","名称","セクター","時価総額","自己資本比率","株主数","【設立】","【上場】","【会社業績修正】","外国","浮動株","貸借優待","ROE予","ROA予","営業CF今年","営業CF前年","利益剰余金","BPS円今年","BPS円前年","MON0","MON1","MON2","MON3","MON4","MON5","MON6","MON7","MON8","MON9","MON10","MON11","MON12","MON13","MON14","MON15","MON16","MON17","MON18","MON19","MON20","MON21","MON22","MON23","MON24","MON_COM0","MON_COM1","MON_COM2","MON_COM3","MON_COM4","MON_COM5","MON_COM6","MON_COM7","MON_COM8","MON_COM9","MON_COM10","MON_COM11","MON_COM12","MON_COM13","MON_COM14","MON_COM15","MON_COM16","MON_COM17","MON_COM18","MON_COM19","MON_COM20","MON_COM21","MON_COM22","MON_COM23","MON_COM24"
"2018/07/27 00:39:34","201506","3237","1.385","(株)イントランスいんとらんす","不動産業","113","68.0","3172","1998.5","2006.12","上方4 下方0 経常益÷期初会社予想1.6倍","1.3","5.3","","28.8","19.6","3019","748","916","79.6","53.5","0.982","0.919","0.705","0.639","0.768","0.777","0.786","0.684","0.651","0.819","0.62","0.59","0.527","0.509","0.503","0.542","0.566","0.572","0.614","0.801","0.762","0.714","0.636","0.699","0.66","0.984","0.917","0.761","0.744","0.81","0.807","0.833","0.78","0.822","0.987","0.752","0.695","0.685","0.639","0.627","0.675","0.667","0.641","0.665","0.864","0.814","0.769","0.675","0.726","0.664"
"2018/07/27 00:46:34","201506","6089","1.336","(株)ウィルグループうぃるぐるーぷ","サービス業","78.6","38.0","2016","2006.4","2013.12","上方0 下方0 経常益÷期初会社予想1.0倍","1.9","19.2","","19.7","7.5","1235","-216","1608","642.0","531.6","0.998","1.049","1.063","0.905","1.048","0.983","1.024","0.87","0.999","1.131","1.069","1.345","1.134","1.052","1.037","1.119","1.063","1.284","1.366","1.591","1.651","2.106","1.816","2.077","2.224","1.0","1.047","1.147","1.054","1.105","1.021","1.085","0.992","1.261","1.363","1.296","1.584","1.475","1.32","1.293","1.394","1.252","1.438","1.478","1.716","1.764","2.267","1.928","2.157","2.237"
"2018/07/27 00:46:49","201506","6150","1.308","タケダ機械たけだきかい","機械","33.0","38.2","665","1971.6","1992.7","上方1 下方0 経常益÷期初会社予想1.7倍","0.3","23.3","","27.4","10.5","124","97","200","206.0","165.8","0.979","0.861","0.776","0.673","0.635","0.635","0.605","0.478","0.412","0.551","0.527","0.522","0.459","0.487","0.471","0.471","0.459","0.461","0.6","0.609","0.635","0.605","0.565","0.619","0.609","0.981","0.859","0.837","0.783","0.67","0.659","0.641","0.545","0.52","0.664","0.639","0.615","0.597","0.611","0.587","0.587","0.541","0.516","0.649","0.657","0.678","0.651","0.6","0.643","0.613"
"2018/07/27 00:57:22","201506","9957","1.267","(株)バイテックばいてっく","卸売業","187","23.3","4046","1987.4","1993.1","上方0 下方0 経常益÷期初会社予想1.0倍","4.5","17.9","[貸借]","15.2","3.5","3082","-1138","5397","963.9","856.8","0.989","1.064","1.038","1.098","1.107","0.927","0.921","0.86","0.707","0.683","0.718","0.755","0.768","0.748","0.739","0.759","0.815","0.904","0.917","0.928","1.007","0.993","0.972","0.963","1.037","0.991","1.062","1.12","1.278","1.168","0.963","0.976","0.981","0.893","0.823","0.87","0.889","0.999","0.939","0.921","0.945","0.96","1.012","0.992","1.001","1.076","1.069","1.032","1.0","1.043"
"2018/07/27 01:00:10","201509","2154","1.261","(株)トラスト・テックとらすと・てっく","サービス業","209","57.0","2746","1997.8","2007.6","None","5.4","16.1","","32.9","18.8","1209","861","2193","456.4","401.0","0.976","1.092","1.196","1.25","1.195","1.127","1.431","1.352","1.442","1.286","1.216","1.339","1.603","1.539","1.436","1.585","1.72","1.665","1.859","1.854","2.082","2.082","2.213","3.006","2.877","0.99","1.003","1.082","1.154","1.187","1.24","1.503","1.428","1.48","1.456","1.329","1.455","1.739","1.58","1.401","1.494","1.617","1.55","1.742","1.715","1.882","1.83","1.967","2.672","2.478"
"2018/07/27 01:07:54","201509","4845","1.514","(株)フュージョンパートナーふゅーじょんぱーとなー","情報・通信業","73.8","55.5","4365","1987.2","2001.5","None","4.2","16.9","[貸借]","21.8","12.1","560","358","365","138.2","122.5","0.912","1.038","1.124","1.008","1.094","0.994","0.929","0.983","1.133","0.946","1.026","1.555","1.765","1.78","2.071","1.447","1.516","1.574","1.666","1.516","1.555","1.576","1.595","1.508","1.507","0.925","0.953","1.017","0.931","1.086","1.094","0.976","1.038","1.163","1.071","1.121","1.69","1.914","1.828","2.02","1.364","1.425","1.466","1.561","1.402","1.406","1.385","1.418","1.34","1.298"
"2018/07/27 01:15:11","201509","7732","1.303","(株)トプコンとぷこん","精密機器","2061","39.2","8366","1932.9","1949.5","None","28.5","3.9","[貸借][優待]","15.8","6.2","17143","8132","24413","596.4","587.5","0.953","1.074","1.322","1.257","1.026","0.742","0.906","0.835","0.69","0.612","0.607","0.827","0.872","0.959","1.037","1.076","1.06","1.201","1.216","1.201","1.235","1.181","1.154","1.185","1.201","0.967","0.986","1.196","1.161","1.019","0.816","0.952","0.882","0.708","0.693","0.663","0.899","0.946","0.985","1.012","1.014","0.996","1.118","1.14","1.111","1.117","1.038","1.026","1.053","1.034"
"2018/07/27 01:29:23","201512","3760","0.764","(株)ケイブけいぶ","情報・通信業","48.1","53.1","2237","1994.6","2004.12","None","7.0","34.2","","18.3","9.7","-402","-103","-1622","181.3","206.9","1.032","0.934","0.789","0.893","0.974","1.001","0.722","0.692","0.854","0.741","0.708","0.777","0.662","0.634","0.68","0.695","0.723","0.698","0.739","0.749","0.963","0.816","0.892","0.868","1.072","1.017","0.989","0.926","1.0","1.097","1.096","0.873","0.807","0.99","0.857","0.775","0.809","0.666","0.636","0.675","0.695","0.714","0.674","0.693","0.71","0.913","0.742","0.769","0.736","0.896"
"2018/07/27 01:34:52","201512","6055","1.316","ジャパンマテリアルじゃぱんまてりある","サービス業","421","72.3","3648","1999.12","2011.12","None","6.9","7.1","[優待]","18.7","13.5","1464","426","9289","728.0","681.0","1.026","0.931","1.048","1.224","1.089","1.348","1.676","1.487","1.56","1.55","1.517","1.513","1.473","1.387","1.312","1.505","1.488","1.596","1.709","1.76","2.197","2.416","2.672","2.713","3.063","1.011","0.986","1.23","1.371","1.226","1.476","2.027","1.733","1.808","1.792","1.662","1.574","1.482","1.391","1.303","1.505","1.469","1.541","1.602","1.668","2.082","2.196","2.303","2.299","2.559"
"2018/07/27 01:40:03","201512","7717","1.478","(株)ブイ・テクノロジーぶい・てくのろじー","精密機器","243","26.2","5240","1997.1","2000.12","None","10.8","37.5","[貸借]","12.1","3.2","-240","-321","3942","1819","1824","0.952","0.813","0.911","1.068","0.952","1.797","2.415","2.805","2.326","2.452","2.6","2.488","2.712","3.691","3.317","3.56","3.55","4.703","4.015","3.929","3.929","3.907","4.11","3.886","3.803","0.938","0.861","1.069","1.196","1.072","1.968","2.92","3.269","2.695","2.835","2.848","2.589","2.728","3.702","3.294","3.56","3.504","4.54","3.763","3.724","3.724","3.552","3.543","3.293","3.177"
"2018/07/27 01:51:28","201603","3092","1.213","(株)スタートトゥデイすたーととぅでい","小売業","3680","42.4","4145","2000.4","2007.12","None","35.7","1.3","[貸借]","81.9","34.7","10487","10138","23310","129.6","239.4","1.031","1.053","1.149","1.221","1.112","1.091","1.178","1.256","1.197","1.375","1.446","1.599","1.677","1.621","1.882","1.883","2.121","2.329","2.428","2.104","2.333","2.333","2.183","1.896","1.811","1.032","1.059","1.124","1.319","1.158","1.129","1.217","1.229","1.112","1.235","1.295","1.419","1.499","1.429","1.622","1.576","1.796","1.972","1.971","1.62","1.767","1.744","1.613","1.455","1.434"
"2018/07/27 01:52:04","201603","3252","1.255","日本商業開発にほんしょうぎょうかいはつ","不動産業","317","35.9","8558","2000.4","2007.11","None","7.9","22.3","[貸借][優待]","30.4","10.9","66","-118","6402","658.5","496.4","1.028","1.016","0.825","0.682","0.695","0.738","0.781","0.837","0.875","0.911","0.894","0.865","0.827","0.855","0.728","0.75","0.782","0.774","0.781","0.759","0.753","0.783","0.825","0.843","0.805","1.029","1.022","0.807","0.737","0.724","0.764","0.807","0.819","0.813","0.819","0.8","0.768","0.739","0.754","0.628","0.628","0.662","0.655","0.634","0.584","0.57","0.585","0.61","0.647","0.637"
"2018/07/27 02:03:34","201603","7453","1.208","(株)良品計画りょうひんけいかく","小売業","6676","69.5","9125","1989.6","1995.8","None","46.5","7.4","[貸借]","15.6","10.9","146","151","117507","5175","4724","1.058","1.096","1.135","1.106","1.019","0.829","0.904","0.997","0.997","1.018","0.94","1.056","1.084","1.117","1.281","1.248","1.253","1.356","1.473","1.484","1.558","1.56","1.62","1.629","1.647","1.059","1.103","1.111","1.194","1.061","0.858","0.934","0.976","0.927","0.915","0.842","0.937","0.969","0.985","1.104","1.044","1.061","1.148","1.196","1.142","1.18","1.166","1.197","1.25","1.304"
"2018/07/27 02:05:26","201603","7979","1.229","(株)松風しょうふう","精密機器","212","76.2","6609","1922.5","1963.7","None","10.0","13.6","[貸借][優待]","4.0","3.1","710","823","10532","1394","1360","0.988","0.982","1.044","0.931","1.023","0.882","1.009","0.958","0.967","0.967","0.972","0.969","0.948","0.937","0.938","0.958","0.947","0.953","0.942","0.979","1.009","1.051","1.058","1.032","1.05","0.989","0.988","1.022","1.005","1.066","0.913","1.042","0.937","0.899","0.869","0.87","0.86","0.847","0.826","0.809","0.802","0.802","0.807","0.765","0.754","0.764","0.786","0.782","0.792","0.831"
"2018/07/27 02:23:43","201606","6274","3.143","(株)新川しんかわ","機械","106","88.1","7145","1959.8","1988.9","上方0 下方3 経常益÷期初会社予想-2.1倍","18.8","17.7","[貸借]","1.2","1.1","-306","-1913","5483","1132","1284","0.976","1.122","1.369","1.506","1.461","1.457","1.751","1.843","1.639","1.788","1.68","1.504","1.53","1.599","1.539","1.732","1.861","2.178","2.494","3.167","2.584","2.504","2.152","1.994","2.036","0.994","1.103","1.337","1.468","1.349","1.278","1.484","1.558","1.372","1.506","1.398","1.223","1.209","1.277","1.229","1.326","1.351","1.556","1.759","2.209","1.871","1.851","1.535","1.447","1.474"
"2018/07/27 02:39:52","201609","3319","1.337","(株)ゴルフダイジェスト・オンラインごるふだいじぇすと・おんらいん","小売業","109","58.4","6409","2000.5","2004.4","None","14.6","14.9","[優待]","11.9","7.0","1860","1028","1214","280.9","275.0","1.164","1.175","1.354","1.274","1.319","1.122","1.161","1.168","1.268","1.199","1.172","1.131","1.283","1.509","1.475","1.521","1.753","1.449","1.486","1.709","2.023","1.577","1.383",,,"1.141","1.091","1.195","1.086","1.122","0.944","0.985","0.977","1.038","0.953","0.942","0.909","0.988","1.102","1.06","1.079","1.229","1.055","1.105","1.227","1.478","1.161","1.015",,
"2018/07/27 02:41:52","201609","3915","1.259","(株)テラスカイてらすかい","情報・通信業","135","52.2","949","2006.3","2015.4","None","9.7","15.2","","14.6","7.6","119","216","213","350.9","346.0","1.042","0.928","0.914","1.086","0.977","0.945","1.272","1.362","1.61","1.794","1.568","1.49","1.51","1.538","1.49","1.56","1.742","1.64","1.64","1.512","1.218","1.392","1.372",,,"1.022","0.862","0.807","0.926","0.831","0.795","1.079","1.14","1.318","1.426","1.26","1.198","1.163","1.123","1.071","1.107","1.222","1.194","1.219","1.085","0.89","1.025","1.007",,
"2018/07/27 02:50:04","201609","7172","1.525","(株)ジャパンインベストメントアドバイザーじゃぱんいんべすとめんとあどばいざー","証券・商品先物取引業","351","18.0","3482","2006.9","2014.9","None","4.7","10.1","[優待]","24.4","4.4","74","-111","1659","454.5","175.4","1.05","1.298","1.3","1.391","1.426","1.457","1.674","1.496","1.494","1.76","1.68","2.031","2.063","2.109","2.08","2.446","2.888","3.388","3.357","3.163","4.271","4.209","4.147",,,"1.029","1.205","1.147","1.186","1.213","1.226","1.42","1.252","1.223","1.399","1.35","1.633","1.589","1.541","1.495","1.736","2.025","2.468","2.496","2.271","3.12","3.099","3.043",,
"2018/07/27 03:16:17","201612","3698","1.205","(株)ＣＲＩ・ミドルウェアしーあーるあい・みどるうぇあ","情報・通信業","156","74.5","3306","2001.8","2014.11","None","3.8","21.8","","14.8","11.0","275","104","1285","388.1","340.4","0.971","1.124","1.012","0.828","0.684","0.815","0.814","0.728","0.634","0.589","0.59","0.591","0.601","0.61","0.673","0.659","0.704","0.707","0.678","0.645",,,,,,"0.989","1.141","1.018","0.839","0.683","0.797","0.772","0.699","0.608","0.542","0.515","0.507","0.509","0.511","0.585","0.585","0.603","0.617","0.596","0.565",,,,,
"2018/07/27 03:25:49","201612","6030","1.45","(株)アドベンチャーあどべんちゃー","サービス業","168","49.3","1408","2006.12","2014.12","None","11.7","16.3","","19.9","9.8","736","-74","171","533.4","517.8","1.093","1.281","1.377","1.207","1.177","1.154","1.149","1.204","1.226","1.28","1.92","1.8","1.842","1.76","2.017","1.967","1.833","2.08","2.639","3.079",,,,,,"1.113","1.301","1.385","1.223","1.176","1.128","1.09","1.155","1.177","1.179","1.675","1.545","1.561","1.474","1.754","1.747","1.571","1.815","2.321","2.699",,,,,
"2018/07/27 03:25:54","201612","6045","1.214","(株)レントラックスれんとらっくす","サービス業","56.5","64.2","2443","2005.12","2015.4","None","0.9","16.8","[貸借]","25.0","16.1","62","317","730","190.5","174.4","0.973","1.001","1.107","1.526","1.415","1.695","1.602","1.412","1.312","1.551","1.453","1.247","1.272","1.384","1.016","1.056","0.984","0.959","1.058","1.205",,,,,,"0.991","1.016","1.114","1.546","1.414","1.657","1.52","1.355","1.259","1.428","1.268","1.07","1.078","1.159","0.883","0.938","0.843","0.837","0.931","1.056",,,,,
"2018/07/27 03:34:30","201612","8876","1.232","(株)リログループりろぐるーぷ","サービス業","2378","38.3","3743","1967.3","1999.9","None","31.2","7.7","[貸借][優待]","23.2","8.9","3993","6576","32162","2363","2253","1.076","1.07","1.051","1.192","1.181","1.44","1.412","1.429","1.613","1.659","1.811","1.929","1.982","2.085","1.946","1.902","1.592","1.817","1.888","1.982",,,,,,"1.096","1.086","1.057","1.208","1.18","1.408","1.34","1.371","1.548","1.528","1.58","1.656","1.68","1.746","1.692","1.689","1.364","1.586","1.661","1.737",,,,,
"2018/07/27 03:45:31","201703","3679","1.286","(株)じげんじげん","情報・通信業","539","50.2","7517","2006.6","2013.11","None","4.4","6.9","[貸借]","20.4","10.2","1199","817","3481","110.8","70.5","1.126","1.148","1.437","1.517","1.492","1.605","1.523","1.444","1.574","1.672","2.096","2.167","1.816","1.627","1.733","1.642","1.766",,,,,,,,,"1.151","1.158","1.419","1.454","1.447","1.557","1.415","1.273","1.365","1.432","1.773","1.904","1.629","1.409","1.527","1.458","1.563",,,,,,,,
"2018/07/27 03:52:59","201703","6619","1.714","ダブル・スコープだぶる・すこーぷ","電気機器","591","67.8","12885","2005.1","2011.12","None","51.5","20.0","[貸借][優待]","10.9","7.4","2729","2668","4132","665.7","435.0","0.992","0.91","1.064","1.192","1.42","1.417","1.386","1.289","1.35","1.42","1.302","0.911","0.913","0.989","1.135","0.976","0.893",,,,,,,,,"1.014","0.918","1.05","1.143","1.377","1.374","1.288","1.137","1.171","1.216","1.102","0.801","0.819","0.856","1.0","0.867","0.79",,,,,,,,
"2018/07/27 04:00:03","201703","8927","1.37","(株)明豊エンタープライズめいほうえんたーぷらいず","不動産業","37.7","37.4","2741","1968.9","2004.6","None","3.0","7.2","[貸借]","22.0","8.2","-408","-164","623","90.3","88.8","0.971","0.871","0.994","1.029","1.065","1.329","2.018","2.0","1.976","2.571","3.635","4.459","3.988","3.788","4.265","3.612","3.512",,,,,,,,,"0.993","0.879","0.981","0.987","1.033","1.289","1.875","1.764","1.714","2.201","3.075","3.918","3.577","3.28","3.758","3.208","3.108",,,,,,,,
"2018/07/27 04:01:53","201703","9416","1.278","(株)ビジョンびじょん","情報・通信業","293","73.6","2340","2001.12","2015.12","None","9.8","8.8","[貸借][優待]","16.4","12.1","1492","799","2578","900.6","800.2","1.079","0.975","1.33","1.291","1.318","1.28","1.248","1.342","1.336","1.438","1.598","1.435","1.754","1.573","2.04","1.846","2.099",,,,,,,,,"1.103","0.984","1.313","1.238","1.278","1.242","1.16","1.183","1.159","1.231","1.352","1.261","1.573","1.362","1.797","1.639","1.858",,,,,,,,
"2018/07/27 04:12:51","201706","3032","1.571","(株)ゴルフ・ドゥごるふ・どぅ","小売業","13.2","24.6","2385","2000.4","2006.4","上方0 下方0 経常益÷期初会社予想1.0倍","0.2","18.7","[優待]","15.9","3.9","-57","75","-76","248.4","215.7","0.998","1.014","1.067","0.986","1.451","2.014","1.785","2.026","1.577","1.232","1.301","0.986","0.906","1.02",,,,,,,,,,,,"1.003","1.032","1.085","0.961","1.341","1.833","1.602","1.798","1.453","1.159","1.182","0.911","0.844","0.947",,,,,,,,,,,
"2018/07/27 04:13:16","201706","3134","1.222","Ｈａｍｅｅはみぃ","小売業","177","62.9","3813","2001.12","2015.4","上方0 下方0 経常益÷期初会社予想1.0倍","5.8","10.4","[貸借][優待]","24.7","15.5","71","110","1485","157.0","127.2","0.981","0.991","0.993","1.041","0.992","1.033","1.146","1.319","1.152","1.089","1.01","1.043","0.86","0.895",,,,,,,,,,,,"0.986","1.008","1.01","1.015","0.917","0.94","1.029","1.17","1.062","1.024","0.917","0.964","0.801","0.831",,,,,,,,,,,
"2018/07/27 04:16:46","201706","3925","1.224","(株)ダブルスタンダードだぶるすたんだーど","情報・通信業","132","66.2","1530","2012.6","2015.12","上方2 下方0 経常益÷期初会社予想1.2倍","3.5","13.6","","30.4","20.1","328","245","539","320.2","290.8","1.04","1.041","1.376","1.268","1.204","1.339","1.634","1.915","2.069","1.839","1.572","1.528","1.361","1.636",,,,,,,,,,,,"1.045","1.059","1.4","1.236","1.113","1.218","1.467","1.699","1.907","1.73","1.428","1.412","1.268","1.519",,,,,,,,,,,
"2018/07/27 04:16:47","201706","3926","1.25","(株)オープンドアおーぷんどあ","情報・通信業","327","82.6","1850","1997.4","2015.12","上方0 下方1 経常益÷期初会社予想0.9倍","6.6","5.6","[優待]","21.2","17.5","600","561","2236","324.4","263.7","0.936","0.924","1.14","1.248","1.441","1.736","2.098","2.239","1.888","1.884","1.67","1.753","1.865","1.981",,,,,,,,,,,,"0.941","0.94","1.16","1.216","1.332","1.58","1.883","1.987","1.74","1.772","1.517","1.62","1.738","1.839",,,,,,,,,,,
"2018/07/27 04:22:14","201706","6182","1.576","(株)ロゼッタろぜった","サービス業","181","76.5","8886","2004.4","2015.11","上方1 下方1 経常益÷期初会社予想1.0倍","6.0","32.0","","9.2","7.0","214","173","755","219.1","142.7","0.982","0.901","0.85","0.842","0.832","0.812","0.762","0.964","0.9","0.853","0.928","1.079","0.986","1.167",,,,,,,,,,,,"0.987","0.917","0.865","0.821","0.769","0.739","0.684","0.855","0.829","0.802","0.843","0.997","0.919","1.084",,,,,,,,,,,
"2018/07/27 04:32:49","201706","9517","1.444","イーレックスいーれっくす","電気・ガス業","532","31.3","5497","1999.12","2014.12","上方2 下方0 経常益÷期初会社予想1.2倍","21.1","6.8","[貸借]","22.6","7.1","12","8","6020","264.4","282.3","0.975","0.971","1.049","1.047","1.12","1.1","1.062","1.077","0.81","0.829","0.87","1.063","1.165","1.327",,,,,,,,,,,,"0.98","0.988","1.067","1.02","1.035","1.001","0.953","0.956","0.747","0.78","0.79","0.982","1.086","1.232",,,,,,,,,,,
"2018/07/27 04:40:37","201709","3186","1.379","(株)ネクステージねくすてーじ","小売業","393","25.4","1759","2002.8","2013.7","None","7.9","4.6","[貸借]","27.8","7.0","-90","975","5345","330.3","279.5","0.983","1.251","1.35","1.373","1.577","1.562","1.83","1.673","1.858","1.882","1.321",,,,,,,,,,,,,,,"0.971","1.171","1.244","1.249","1.418","1.458","1.745","1.539","1.74","1.777","1.243",,,,,,,,,,,,,,
"2018/07/27 04:48:38","201709","6192","1.429","ハイアス・アンド・カンパニーはいあす・あんど・かんぱにー","サービス業","None","59.4","1534","2005.3","2016.4","None","3.4","21.4","時価総額","19.5","11.5","None","None","489","152.0","127.7","1.258","1.317","1.691","1.346","2.359","1.828","2.174","1.767","1.751","1.569","1.457",,,,,,,,,,,,,,,"1.243","1.233","1.559","1.225","2.121","1.707","2.072","1.626","1.64","1.482","1.371",,,,,,,,,,,,,,
"2018/07/27 04:51:47","201709","7187","1.213","ジェイリースじぇいりーす","その他金融業","72.4","24.3","1081","2004.2","2016.6","None","3.3","20.9","[優待]","28.2","6.8","1294","-1009","149","264.9","249.0","0.93","0.984","1.121","1.049","1.155","1.155","1.037","1.002","0.83","0.902","0.966",,,,,,,,,,,,,,,"0.919","0.921","1.033","0.955","1.039","1.078","0.989","0.922","0.777","0.852","0.909",,,,,,,,,,,,,,
"2018/07/27 05:04:25","201712","2931","1.3","(株)ユーグレナゆーぐれな","食料品","943","82.9","88931","2005.8","2012.12","None","2.0","46.2","[貸借][優待]","6.2","5.1","153","913","2876","185.5","162.4","1.021","1.032","0.957","0.994","0.976","0.859","0.804","0.818",,,,,,,,,,,,,,,,,,"1.02","1.02","0.982","1.041","0.987","0.884","0.834","0.845",,,,,,,,,,,,,,,,,
"2018/07/27 05:04:41","201712","3069","1.223","(株)アスラポート・ダイニングあすらぽーと・だいにんぐ","小売業","138","26.1","13805","2007.1","2007.1","None","1.1","29.5","[優待]","10.1","2.6","1207","808","2172","265.9","246.6","1.025","1.121","1.389","1.348","1.295","1.304","1.314","1.215",,,,,,,,,,,,,,,,,,"1.024","1.108","1.425","1.412","1.309","1.342","1.363","1.255",,,,,,,,,,,,,,,,,
"2018/07/27 05:05:34","201712","3288","1.23","(株)オープンハウスおーぷんはうす","不動産業","2993","32.3","13997","1996.11","2013.9","None","27.5","4.2","[貸借][優待]","36.2","11.7","-799","9817","76038","1487","1134","1.034","1.094","1.101","1.126","1.044","1.171","1.119","1.08",,,,,,,,,,,,,,,,,,"1.033","1.081","1.129","1.179","1.056","1.205","1.161","1.116",,,,,,,,,,,,,,,,,
"2018/07/27 05:05:43","201712","3323","1.426","レカムれかむ","卸売業","None","51.8","10141","1994.9","2004.5","None","2.0","12.7","時価総額","15.3","7.9","None","None","-337","27.3","24.6","1.517","3.127","2.797","2.203","2.22","2.415","2.449","2.22",,,,,,,,,,,,,,,,,,"1.515","3.09","2.869","2.307","2.245","2.485","2.54","2.293",,,,,,,,,,,,,,,,,
"2018/07/27 05:07:49","201712","3922","1.286","(株)ＰＲ　ＴＩＭＥＳぴーあーる　たいむず","情報・通信業","None","84.8","1517","2005.12","2016.3","None","12.4","14.3","時価総額","16.7","14.1","None","None","626","441.8","403.6","1.109","1.153","1.144","1.216","1.389","1.768","1.665","2.225",,,,,,,,,,,,,,,,,,"1.108","1.139","1.173","1.273","1.404","1.819","1.727","2.299",,,,,,,,,,,,,,,,,
